Start,End,BoredSleepy,Contempt,Sadness,Joy,Love,Anger,TenseStress,Fear,Surprise
1,128,0,0,0,0,0,0,0,0,0
129,256,0,0,0,0,0,0,0,0,0
257,384,0,0,0,0,0,0,0,0,0
385,512,0,0,0,0,0,0,0,0,0
513,640,0,0,0,0,0,0,0,0,0
641,768,0,0,0,0,0,0,0,0,0
769,896,0,0,0,0,0,0,0,0,0
897,1024,0,0,0,0,0,0,0,0,0
1025,1152,0,0,0,0,0,0,0,0,0
1153,1280,0,0,0,0,0,0,0,0,0
1281,1408,0,0,0,0,0,0,0,0,0
1409,1536,0,0,0,0,0,0,0,0,0
1537,1664,0,0,0,0,0,0,0,0,0
1665,1792,0,0,0,0,0,0,0,0,0
1793,1920,0,0,0,0,0,0,0,0,0
1921,2048,0,0,0,0,0,0,0,0,0
2049,2176,0,0,0,0,0,0,0,0,0
2177,2304,0,0,0,0,0,0,0,0,0
2305,2432,0,0,0,0,0,0,0,0,0
2433,2560,0,0,0,0,0,0,0,0,0
2561,2688,0,0,0,0,0,0,0,0,0
2689,2816,0,0,0,0,0,0,0,0,0
2817,2944,0,0,0,0,0,0,0,0,0
2945,3072,0,0,0,0,0,0,0,0,0
3073,3200,0,0,0,0,0,0,0,0,0
3201,3328,0,0,0,0,0,0,0,0,0
3329,3456,0,0,0,0,0,0,0,0,0
3457,3584,0,0,0,0,0,0,0,0,0
3585,3712,0,0,0,0,0,0,0,0,0
3713,3840,0,0,0,0,0.0405471684450978,0,0,0,0
3841,3968,0,0,0,0,0,0,0,0,0
3969,4096,0,0,0,0,0,0,0,0,0
4097,4224,0,0,0,0,0,0,0,0,0
4225,4352,0,0,0,0,0,0,0,0,0
4353,4480,0,0,0,0,0,0,0,0,0
4481,4608,0,0,0,0,0,0,0,0,0
4609,4736,0,0,0,0,0,0,0,0,0
4737,4864,0,0,0,0,0,0,0,0,0
4865,4992,0,0,0,0,0,0,0,0,0
4993,5120,0,0,0,0,0,0,0,0,0
5121,5248,0,0,0,0,0,0,0,0,0
5249,5376,0,0,0,0,0,0,0,0,0
5377,5504,0,0,0,0.0157721843657062,0,0,0,0,0
5505,5632,0,0,0,0,0,0,0,0,0
5633,5760,0,0,0,0,0,0,0,0,0
5761,5888,0,0,0,0,0,0,0,0,0
5889,6016,0,0,0,0,0,0,0,0,0
6017,6144,0,0,0,0,0,0,0,0,0
6145,6272,0,0,0,0,0,0,0,0,0
6273,6400,0,0,0,0,0,0,0,0,0
6401,6528,0,0,0,0,0,0,0,0,0
6529,6656,0,0,0,0,0,0,0,0,0
6657,6784,0,0,0,0,0,0,0,0,0
6785,6912,0,0,0,0,0,0,0,0,0
6913,7040,0,0,0,0,0,0,0,0,0
7041,7168,0,0,0,0,0,0,0,0,0
7169,7296,0,0,0,0,0,0,0,0,0
7297,7424,0,0,0,0,0,0,0,0,0
7425,7552,0,0,0,0,0,0,0,0,0
7553,7680,0,0,0,0,0,0,0,0,0
7681,7808,0,0,0,0,0,0,0,0,0
7809,7936,0,0,0,0,0,0,0,0,0
7937,8064,0,0,0,0,0,0,0,0,0
8065,8192,0,0,0,0,0,0,0,0,0
8193,8320,0,0,0,0,0,0,0,0,0
8321,8448,0,0,0,0,0,0,0,0,0
8449,8576,0,0,0,0,0,0,0,0,0
8577,8704,0,0,0,0,0,0,0,0,0
8705,8832,0,0,0,0,0,0,0,0,0
8833,8960,0,0,0,0,0,0,0,0,0
8961,9088,0,0,0,0,0,0,0,0,0
9089,9216,0,0,0,0,0,0,0,0,0
9217,9344,0,0,0,0,0,0,0,0,0
9345,9472,0,0,0,0,0,0,0,0,0
9473,9600,0,0,0,0,0,0,0,0,0
9601,9728,0,0,0,0,0,0,0,0,0
9729,9856,0,0,0,0,0,0,0,0,0
9857,9984,0,0,0,0,0,0,0,0,0
9985,10112,0,0,0,0,0,0,0,0,0
10113,10240,0,0,0,0,0,0,0,0,0
10241,10368,0,0,0,0,0,0,0,0,0
10369,10496,0,0,0,0,0,0,0,0,0
10497,10624,0,0,0,0,0,0,0,0,0
10625,10752,0,0,0,0,0,0,0,0,0
10753,10880,0,0,0,0,0,0,0,0,0
10881,11008,0,0,0,0,0,0,0,0,0
11009,11136,0,0,0,0,0,0,0,0,0
11137,11264,0,0,0,0,0,0,0,0,0
11265,11392,0,0,0,0,0,0,0,0,0
11393,11520,0,0,0,0,0,0,0,0,0
11521,11648,0,0,0,0,0,0,0,0,0
11649,11776,0,0,0,0,0,0,0,0,0
11777,11904,0,0,0,0,0,0,0,0,0
11905,12032,0,0,0,0,0,0,0,0,0
12033,12160,0,0,0,0,0,0,0,0,0
12161,12288,0,0,0,0,0,0,0,0,0
12289,12416,0,0,0,0,0,0,0,0,0
12417,12544,0,0,0,0,0,0,0,0,0
12545,12672,0,0,0,0,0,0,0,0,0
12673,12800,0,0,0,0,0,0,0,0,0
12801,12928,0,0,0,0.0402355611794425,0,0,0,0,0
12929,13056,0,0,0,0,0,0,0,0,0
13057,13184,0,0,0,0,0,0,0,0,0
13185,13312,0,0,0,0,0,0,0,0,0
13313,13440,0,0,0,0,0,0,0,0,0
13441,13568,0,0,0,0,0,0,0,0,0
13569,13696,0,0,0,0,0,0,0,0,0
13697,13824,0,0,0,0,0,0,0,0,0
13825,13952,0,0,0,0,0,0,0,0,0
13953,14080,0,0,0,0,0,0,0,0,0
14081,14208,0,0,0,0,0,0,0,0,0
14209,14336,0,0,0,0,0,0,0,0,0
14337,14464,0,0,0,0,0,0,0,0,0
14465,14592,0,0,0,0.132252688721832,0,0,0,0,0
14593,14720,0,0,0,0,0,0,0,0,0
14721,14848,0,0,0,0,0,0,0,0,0
14849,14976,0,0,0,0,0,0,0,0,0
14977,15104,0,0,0,0,0,0,0,0,0
15105,15232,0,0,0,0,0,0,0,0,0
15233,15360,0,0,0,0,0,0,0,0,0
15361,15488,0,0,0,0,0,0,0,0,0
15489,15616,0,0,0,0,0,0,0,0,0
15617,15744,0,0,0,0,0,0,0,0,0
15745,15872,0,0,0,0,0,0,0,0,0
15873,16000,0,0,0,0,0,0,0,0,0
16001,16128,0,0,0,0,0,0,0,0,0
16129,16256,0,0,0,0,0,0,0,0,0
16257,16384,0,0,0,0,0,0,0,0,0
16385,16512,0,0,0,0,0,0,0,0,0
16513,16640,0,0,0,0,0,0,0,0,0
16641,16768,0,0,0,0,0,0,0,0,0
16769,16896,0,0,0,0,0,0,0,0,0
16897,17024,0,0,0,0,0,0,0,0,0
17025,17152,0,0,0,0,0,0,0,0,0
17153,17280,0,0,0,0,0,0,0,0,0
17281,17408,0,0,0,0,0,0,0,0,0
17409,17536,0,0,0,0,0,0,0,0,0
17537,17664,0,0,0,0,0,0,0,0,0
17665,17792,0,0,0,0.131551075784357,0,0,0,0,0
17793,17920,0,0,0,0,0,0,0,0,0
17921,18048,0,0,0,0,0,0,0,0,0
18049,18176,0,0,0,0,0,0,0,0,0
18177,18304,0,0,0,0,0,0,0,0,0
18305,18432,0,0,0,0,0,0,0,0,0
18433,18560,0,0,0,0,0,0,0,0,0
18561,18688,0,0,0,0,0,0,0,0,0
18689,18816,0,0,0,0,0,0,0,0,0
18817,18944,0,0,0,0,0,0,0,0,0
18945,19072,0,0,0,0,0,0,0,0,0
19073,19200,0,0,0,0,0,0,0,0,0
19201,19328,0,0,0,0,0,0,0,0,0
19329,19456,0,0,0,0,0,0,0,0,0
19457,19584,0,0,0,0.353686672279827,0,0,0,0,0
19585,19712,0,0,0,0,0,0,0,0,0
19713,19840,0,0,0,0,0,0,0,0,0
19841,19968,0,0,0,0,0,0,0,0,0
19969,20096,0,0,0,0,0,0,0,0,0
20097,20224,0,0,0,0,0,0,0,0,0
20225,20352,0,0,0,0,0,0,0,0,0
20353,20480,0,0,0,0,0,0,0,0,0
20481,20608,0,0,0,0,0,0,0,0,0
20609,20736,0,0,0,0,0,0,0,0,0
20737,20864,0,0,0,0,0,0,0,0,0
20865,20992,0,0,0,0,0,0,0,0,0
20993,21120,0,0,0,0,0,0,0,0,0
21121,21248,0,0,0,0,0,0,0,0,0
21249,21376,0,0,0,0,0,0,0,0,0
21377,21504,0,0,0,0,0,0,0,0,0
21505,21632,0,0,0,0,0,0,0,0,0
21633,21760,0,0,0,0,0,0,0,0,0
21761,21888,0,0,0,0,0,0,0,0,0
21889,22016,0,0,0,0,0,0,0,0,0
22017,22144,0,0,0,0,0,0,0,0,0
22145,22272,0,0,0,0.186182347616871,0,0,0,0,0
22273,22400,0,0,0,0,0,0,0,0,0
22401,22528,0,0,0,0,0,0,0,0,0
22529,22656,0,0,0,0.701273392539801,0,0,0,0,0
22657,22784,0,0,0,0,0,0,0,0,0
22785,22912,0,0,0,0,0,0,0,0,0
22913,23040,0,0,0,0,0,0,0,0,0
23041,23168,0,0,0,0,0,0,0,0,0
23169,23296,0,0,0,0,0,0,0,0,0
23297,23424,0,0,0,0.16990292850788,0,0,0,0,0
23425,23552,0,0,0,0,0,0,0,0,0
23553,23680,0,0,0,0,0,0,0,0,0
23681,23808,0,0,0,0,0,0,0,0,0
23809,23936,0,0,0,0,0,0,0,0,0
23937,24064,0,0,0,0,0,0,0,0,0
24065,24192,0,0,0,0,0,0,0,0,0
24193,24320,0,0,0,0,0,0,0,0,0
24321,24448,0,0,0,0,0,0,0,0,0
24449,24576,0,0,0,0,0,0,0,0,0
24577,24704,0,0,0,0.099021250418058,0,0,0,0,0
24705,24832,0,0,0,0.421155330339481,0,0,0,0,0
24833,24960,0,0,0,0,0,0,0,0,0
24961,25088,0,0,0,0.488086180845194,0,0,0,0,0
25089,25216,0,0,0,0,0,0,0,0,0
25217,25344,0,0,0,0,0,0,0,0,0
25345,25472,0,0,0,0,0,0,0,0,0
25473,25600,0,0,0,0,0,0,0,0,0
25601,25728,0,0,0,0,0,0,0,0,0
25729,25856,0,0,0,0,0,0,0,0,0
25857,25984,0,0,0,0,0,0,0,0,0
25985,26112,0,0,0,0,0,0,0,0,0
26113,26240,0,0,0,0,0,0,0,0,0
26241,26368,0,0,0,0.129033836700789,0,0,0,0,0
26369,26496,0,0,0,0,0,0,0,0,0
26497,26624,0,0,0,0,0,0,0,0,0
26625,26752,0,0,0,0,0,0,0,0,0
26753,26880,0,0,0,0,0,0,0,0,0
26881,27008,0,0,0,0,0,0,0,0,0
27009,27136,0,0,0,0,0,0,0,0,0
27137,27264,0,0,0,0.164042714437431,0,0,0,0,0
27265,27392,0,0,0,0,0,0,0,0,0
27393,27520,0,0,0,0,0,0,0,0,0
27521,27648,0,0,0,0,0,0,0,0,0
27649,27776,0,0,0,0,0,0,0,0,0
27777,27904,0,0,0,0,0,0,0,0,0
27905,28032,0,0,0,0,0,0,0,0,0
28033,28160,0,0,0,0,0,0,0,0,0
28161,28288,0,0,0,0,0,0,0,0,0
28289,28416,0,0,0,0,0,0,0,0,0
28417,28544,0,0,0,0,0,0,0,0,0
28545,28672,0,0,0,0.220103551282802,0,0,0,0,0
28673,28800,0,0,0,0,0,0,0,0,0
28801,28928,0,0,0,0,0,0,0,0,0
28929,29056,0,0,0,0,0,0,0,0,0
29057,29184,0,0,0,0,0,0,0,0,0
29185,29312,0,0,0,0,0,0,0,0,0
29313,29440,0,0,0,0,0,0,0,0,0
29441,29568,0,0,0,0,0,0,0,0,0
29569,29696,0,0,0,0,0,0,0,0,0
29697,29824,0,0,0,0,0,0,0,0,0
29825,29952,0,0,0,0,0,0,0,0,0
29953,30080,0,0,0,0,0,0,0,0,0
30081,30208,0,0,0,0,0,0,0,0,0
30209,30336,0,0,0,0,0,0,0,0,0
30337,30464,0,0,0,0,0,0,0,0,0
30465,30592,0,0,0,0,0.0828609809714936,0,0,0,0
30593,30720,0,0,0,0,0,0,0,0,0
30721,30848,0,0,0,0,0,0,0,0,0
30849,30976,0,0,0,0,0,0,0,0,0
30977,31104,0,0,0,0,0,0,0,0,0
31105,31232,0,0,0,0,0,0,0,0,0
31233,31360,0,0,0,0,0,0,0,0,0
31361,31488,0,0,0,0,0,0,0,0,0
31489,31616,0,0,0,0,0,0,0,0,0
31617,31744,0,0,0,0,0,0,0,0,0
31745,31872,0,0,0,0,0,0,0,0,0
31873,32000,0,0,0,0,0,0,0,0,0
32001,32128,0,0,0,0,0,0,0,0,0
32129,32256,0,0,0,0,0,0,0,0,0
32257,32384,0,0,0,0,0,0,0,0,0
32385,32512,0,0,0,0,0,0,0,0,0
32513,32640,0,0,0,0,0,0,0,0,0
32641,32768,0,0,0,0,0,0,0,0,0
32769,32896,0,0,0,0,0,0,0,0,0
32897,33024,0,0,0,0,0,0,0,0,0
33025,33152,0,0,0,0,0,0,0,0,0
33153,33280,0,0,0,0,0,0,0,0,0
33281,33408,0,0,0.286813893386579,0,0,0,0,0,0
33409,33536,0,0,0,0,0,0,0,0,0
33537,33664,0,0,0,0,0,0,0,0,0
33665,33792,0,0,0,0,0,0,0,0,0
33793,33920,0,0,0,0,0,0,0,0,0
33921,34048,0,0,0,0,0,0,0,0,0
34049,34176,0,0,0,0,0,0,0,0,0
34177,34304,0,0,0.743589905647706,0,0,0,0,0,0
34305,34432,0,0,0,0,0,0,0,0,0
34433,34560,0,0,0,0,0.00361753405635268,0,0,0,0
34561,34688,0,0,0,0,0,0,0,0,0
34689,34816,0,0,0,0,0,0,0,0,0
34817,34944,0,0,0,0,0,0,0,0,0
34945,35072,0,0,0,0,0,1,0,0,0
35073,35200,0,0,0,0,0,0,0,0,0
35201,35328,0,0,0,0,0,0,0,0,0
35329,35456,0,0,0,0,0,0,0,0,0
35457,35584,0,0,0,0,0,0,0,0,0
35585,35712,0,0,0,0,0,0,0,0,0
35713,35840,0,0,0,0,0,0,0,0,0
35841,35968,0,0,0.195193479210127,0,0,0,0,0,0
35969,36096,0,0,0,0,0,0,0,0,0
36097,36224,0,0,0,0,0,0,0,0,0
36225,36352,0,0,0,0,0,0,0,0,0
36353,36480,0,0,0,0,0,0,0,0,0
36481,36608,0,0,0,0,0,0,0,0,0
36609,36736,0,0,0,0,0,0,0,0,0
36737,36864,0,0,0,0,0,0,0,0,0
36865,36992,0,0,0,0,0,0,0,0,0
36993,37120,0,0,0,0,0,0,0,0,0
37121,37248,0,0,0,0,0,0,0,0,0
37249,37376,0,0,0,0,0,0,0,0,0
37377,37504,0,0,0,0,0,0,0,0,0
37505,37632,0,0,0,0,0,0,0,0,0
37633,37760,0,0,0,0,0,0,0,0,0
37761,37888,0,0,0,0,0,0,0,0,0
37889,38016,0,0,0,0,0,0,0,0,0
38017,38144,0,0,0,0,0,0,0,0,0
38145,38272,0,0,0,0,0,0,0,0,0
38273,38400,0,0,0,0,0,0,0,0,0
38401,38528,0,0,0,0,0,0,0,0,0
38529,38656,0,0,0,0,0,0,0,0,0
38657,38784,0,0,0,0,0,0,0,0,0
38785,38912,0,0,0,0,0,0,0,0,0
38913,39040,0,0,0,0,0,0,0,0,0
39041,39168,0,0,0,0,0.948914606983288,0,0,0,0
39169,39296,0,0,0,0,0,0,0,0,0
39297,39424,0,0,0,0,0.110625037371094,0,0,0,0
39425,39552,0,0,0,0,0,0,0,0,0
39553,39680,0,0,0,0,0,0,0,0,0
39681,39808,0,0,0,0,0,0,0,0,0
39809,39936,0,0,0,0,0,0,0,0.766730939771944,0
39937,40064,0,0,0,0.463195081039209,0,0,0,0,0
40065,40192,0,0,0,0,0,0,0,0,0
40193,40320,0,0,0,0,0,0,0,0,0
40321,40448,0,0,0,0,0,0,0,0,0
40449,40576,0,0,0,0,0,0,0,0,0
40577,40704,0,0,0,0,0,0,0,0,0
40705,40832,0,0,0,0,0.179664155822871,0,0,0,0
40833,40960,0,0,0,0,0.0653553093287729,0,0,0,0
40961,41088,0,0,0,0,0,0,0,0,0
41089,41216,0,0,0,0,0,0,0,0,0
41217,41344,0,0,0,0,0,0,0,0,0
41345,41472,0,0,0,0,0,0,0,0,0
41473,41600,0,0,0,0,0,0,0,0,0
41601,41728,0,0,0,0,0,0,0,0,0
41729,41856,0,0,0,0,0,0,0,0,0
41857,41984,0,0,0,0,0,0,0,0,0
41985,42112,0,0,0,0,0,0,0,0,0
42113,42240,0,0,0,0,0,0,0,0,0
42241,42368,0,0,0,0,0,0,0,0,0
42369,42496,0,0,0.555059521109256,0,0,0,0,0,0
42497,42624,0,0,0,0,0,0,0,0.582270437080294,0
42625,42752,0,0,0,0,0,0,0,0,0
42753,42880,0,0,0,0,0.627517511614218,0,0,0.0421310657733737,0
42881,43008,0,0,0,0,1,0,0,0,0
43009,43136,0,0,0,0,0,0,0,0,0
43137,43264,0,0,0,0,0,0,0,0,0
43265,43392,0,0,0,0,1,0,0,0,0
43393,43520,0,0,0,0,0.584060017924069,0,0,0,0
43521,43648,0,0,0,0,0.296296550306466,0,0,0.0598625051561393,0
43649,43776,0,0,0,0,0,0,0,0,0
43777,43904,0,0,0,0,0.504663307061209,0,0,0,0
43905,44032,0,0,0,0,0,0,0,0,0
44033,44160,0,0,0,0,0,0,0,0,0
44161,44288,0,0,0,0,0,0,0,0.696916355622011,0
44289,44416,0,0,0,0,0,1,0,0,0
44417,44544,0,0,0,0,0.231058990112454,0,0,0,0
44545,44672,0,0,0,0,0,0,0,0,0
44673,44800,0,0,0,0,0,1,0,0,0
44801,44928,0,0,0,0,0,0,0,0,0
44929,45056,0,0,0,0,0.96467229381205,0,0,0,0
45057,45184,0,0,0.419293675811006,0,0,0.107608432251992,0,0,0
45185,45312,0,0,0,0,0,0.767438023515086,0,0,0
45313,45440,0,0,0,0,0,0,0,0,0
45441,45568,0,0,0,0,0,0.836804210393024,0,0,0
45569,45696,0,0,0,0,0.883246730647456,0,0,0,0
45697,45824,0,0,1,0,0,0,0,0,0
45825,45952,0,0,0,0,0,0,0,0,0
45953,46080,0,0,0,0,0,0,0,0,0
46081,46113,0,0,0,0,0,0,0,0,0
